"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010573","GO:0010573","vascular endothelial growth factor production","3/72","63/18903",0.00178621307167189,0.00669330959678168,0.00309606764407698,"IL1A/IL1B/CCR2",3
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","3/72","63/18903",0.00178621307167189,0.00669330959678168,0.00309606764407698,"LGALS9/APP/CD36",3
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","3/72","63/18903",0.00178621307167189,0.00669330959678168,0.00309606764407698,"IL1B/LGALS9/CD74",3
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","6/72","338/18903",0.00181272172702428,0.00678316930767943,0.00313763329099557,"IL1B/THBS1/CDH5/FZD4/NOTCH1/NOTCH2",6
"GO:0048545","GO:0048545","response to steroid hormone","6/72","339/18903",0.00183990398180504,0.00687288354332524,0.00317913164665652,"TGFB2/IL10/SPP1/COL1A1/THBS1/NOTCH1",6
"GO:0050817","GO:0050817","coagulation","5/72","230/18903",0.00184242617251452,0.00687288354332524,0.00317913164665652,"CD40LG/FN1/THBS1/CD36/CD40",5
"GO:0030199","GO:0030199","collagen fibril organization","3/72","64/18903",0.00186897293654859,0.00687288354332524,0.00317913164665652,"TGFB2/COL1A1/COL1A2",3
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","3/72","64/18903",0.00186897293654859,0.00687288354332524,0.00317913164665652,"THBS1/EFNA5/EPHA3",3
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","3/72","64/18903",0.00186897293654859,0.00687288354332524,0.00317913164665652,"THBS1/EFNA5/EPHA3",3
"GO:0003198","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"TGFB2/NOTCH1",2
"GO:0031649","GO:0031649","heat generation","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"IL1A/IL1B",2
"GO:0038065","GO:0038065","collagen-activated signaling pathway","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"COL1A1/COL4A2",2
"GO:0044539","GO:0044539","long-chain fatty acid import into cell","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"THBS1/CD36",2
"GO:0070206","GO:0070206","protein trimerization","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"COL1A2/CD74",2
"GO:0090594","GO:0090594","inflammatory response to wounding","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"IL1A/CCR2",2
"GO:1901550","GO:1901550","regulation of endothelial cell development","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"IL1B/CDH5",2
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"CD44/CD74",2
"GO:1903140","GO:1903140","regulation of establishment of endothelial barrier","2/72","17/18903",0.00187507131621009,0.00687288354332524,0.00317913164665652,"IL1B/CDH5",2
"GO:0007599","GO:0007599","hemostasis","5/72","231/18903",0.00187768305525807,0.00687288354332524,0.00317913164665652,"CD40LG/FN1/THBS1/CD36/CD40",5
"GO:0050769","GO:0050769","positive regulation of neurogenesis","5/72","231/18903",0.00187768305525807,0.00687288354332524,0.00317913164665652,"IL1B/FN1/EFNA5/KIT/NOTCH1",5
"GO:0008406","GO:0008406","gonad development","5/72","233/18903",0.00194967852070518,0.00712339991908755,0.00329501088906927,"TGFB2/IL1A/KITLG/FZD4/KIT",5
"GO:0001885","GO:0001885","endothelial cell development","3/72","65/18903",0.00195408957899681,0.00712339991908755,0.00329501088906927,"IL1B/CDH5/ICAM1",3
"GO:0048247","GO:0048247","lymphocyte chemotaxis","3/72","65/18903",0.00195408957899681,0.00712339991908755,0.00329501088906927,"CCL7/CCR2/KLRK1",3
"GO:0002693","GO:0002693","positive regulation of cellular extravasation","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"ICAM1/CCR2",2
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"IL1B/CCR2",2
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"TNFSF4/CD74",2
"GO:0032310","GO:0032310","prostaglandin secretion","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"IL1A/IL1B",2
"GO:0032354","GO:0032354","response to follicle-stimulating hormone","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"EFNA5/NOTCH1",2
"GO:0038128","GO:0038128","ERBB2 signaling pathway","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"EGF/EGFR",2
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"IL10/LGALS9",2
"GO:1902001","GO:1902001","fatty acid transmembrane transport","2/72","18/18903",0.00210426816294335,0.00758837564674329,0.00351009078114065,"THBS1/CD36",2
"GO:0010977","GO:0010977","negative regulation of neuron projection development","4/72","142/18903",0.00211439625700486,0.00761466464099871,0.00352225105900209,"SPP1/CDH1/EFNA1/EFNB2",4
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","3/72","67/18903",0.00213148753478562,0.00765566406402922,0.00354121581556013,"IGF1/KIT/CD40",3
"GO:1904377","GO:1904377","positive regulation of protein localization to cell periphery","3/72","67/18903",0.00213148753478562,0.00765566406402922,0.00354121581556013,"EGFR/EPHA2/EPHA3",3
"GO:0045137","GO:0045137","development of primary sexual characteristics","5/72","238/18903",0.00213850307764784,0.00767059325846143,0.0035481214868376,"TGFB2/IL1A/KITLG/FZD4/KIT",5
"GO:0045088","GO:0045088","regulation of innate immune response","5/72","240/18903",0.00221765419871763,0.0079438801270486,0.00367453348364568,"LGALS9/HLA-A/HLA-B/HLA-E/KLRK1",5
"GO:0042093","GO:0042093","T-helper cell differentiation","3/72","68/18903",0.00222381511845686,0.00795532795042632,0.00367982880654124,"TNFSF4/HLA-DRA/HLA-DRB1",3
"GO:0007265","GO:0007265","Ras protein signal transduction","6/72","353/18903",0.00225392736826619,0.0080523130879603,0.00372469040183031,"TGFB2/IGF1/KITLG/COL1A2/NOTCH1/NOTCH2",6
"GO:0051783","GO:0051783","regulation of nuclear division","4/72","145/18903",0.00228128071679221,0.00812838799887584,0.00375987973033902,"EGF/IGF1/IL1A/IL1B",4
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","4/72","145/18903",0.00228128071679221,0.00812838799887584,0.00375987973033902,"LGALS9/ITGB2/CCR2/NOTCH1",4
"GO:0045055","GO:0045055","regulated exocytosis","5/72","242/18903",0.00229892445635952,0.00818039034006977,0.00378393401374826,"LGALS9/ITGB2/CCR2/KIT/NOTCH1",5
"GO:0050922","GO:0050922","negative regulation of chemotaxis","3/72","69/18903",0.00231859202604497,0.00821767821120032,0.00380118194911634,"THBS1/KLRK1/NOTCH1",3
"GO:0070830","GO:0070830","bicellular tight junction assembly","3/72","69/18903",0.00231859202604497,0.00821767821120032,0.00380118194911634,"WNT11/CDH5/EPHA2",3
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","3/72","69/18903",0.00231859202604497,0.00821767821120032,0.00380118194911634,"THBS1/EFNA5/EPHA3",3
"GO:0050768","GO:0050768","negative regulation of neurogenesis","4/72","146/18903",0.00233886985222012,0.00824960137676862,0.00381594837797838,"IL1B/SPP1/CDH1/NOTCH1",4
"GO:0002544","GO:0002544","chronic inflammatory response","2/72","19/18903",0.00234604765205906,0.00824960137676862,0.00381594837797838,"IL10/THBS1",2
"GO:0032695","GO:0032695","negative regulation of interleukin-12 production","2/72","19/18903",0.00234604765205906,0.00824960137676862,0.00381594837797838,"IL10/THBS1",2
"GO:0090036","GO:0090036","regulation of protein kinase C signaling","2/72","19/18903",0.00234604765205906,0.00824960137676862,0.00381594837797838,"WNT11/CD40",2
"GO:0140354","GO:0140354","lipid import into cell","2/72","19/18903",0.00234604765205906,0.00824960137676862,0.00381594837797838,"THBS1/CD36",2
"GO:2001185","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","2/72","19/18903",0.00234604765205906,0.00824960137676862,0.00381594837797838,"HLA-A/HLA-E",2
"GO:0010876","GO:0010876","lipid localization","7/72","483/18903",0.00239598015350206,0.0084083255717929,0.003889368087233,"EGF/IL1A/IL1B/SPP1/THBS1/FZD4/CD36",7
"GO:0008584","GO:0008584","male gonad development","4/72","147/18903",0.00239745399270278,0.0084083255717929,0.003889368087233,"TGFB2/IL1A/KITLG/KIT",4
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","3/72","70/18903",0.00241584050671542,0.00846174945106719,0.00391407991949633,"IL10/LGALS9/HLA-DRB1",3
"GO:0009306","GO:0009306","protein secretion","6/72","359/18903",0.00245146685570635,0.00857533973123877,0.00396662241525806,"TGFB2/IGF1/IL1A/IL1B/EFNA5/HLA-DRB1",6
"GO:0046546","GO:0046546","development of primary male sexual characteristics","4/72","148/18903",0.00245704181398848,0.0085836499829832,0.00397046641816395,"TGFB2/IL1A/KITLG/KIT",4
"GO:0010038","GO:0010038","response to metal ion","6/72","360/18903",0.00248562013028734,0.00866093351891029,0.00400621481012819,"IL1A/THBS1/APP/CDH1/EGFR/KIT",6
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","6/72","360/18903",0.00248562013028734,0.00866093351891029,0.00400621481012819,"TGFB2/IGF1/IL1A/IL1B/EFNA5/HLA-DRB1",6
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","3/72","71/18903",0.00251558246028801,0.00874262660745173,0.0040440028915729,"TGFB2/JAG1/NOTCH1",3
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","3/72","71/18903",0.00251558246028801,0.00874262660745173,0.0040440028915729,"THBS1/ITGB2/CD36",3
"GO:0001890","GO:0001890","placenta development","4/72","150/18903",0.00257926308849461,0.00894441102456441,0.00413734060378659,"IL10/SPP1/EGFR/NOTCH2",4
"GO:0002577","GO:0002577","regulation of antigen processing and presentation","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"THBS1/CD74",2
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"ITGB2/HLA-E",2
"GO:0015732","GO:0015732","prostaglandin transport","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"IL1A/IL1B",2
"GO:0032495","GO:0032495","response to muramyl dipeptide","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"JAG1/NOTCH1",2
"GO:0048670","GO:0048670","regulation of collateral sprouting","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"SPP1/EFNA5",2
"GO:0071371","GO:0071371","cellular response to gonadotropin stimulus","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"EFNA5/NOTCH1",2
"GO:1905209","GO:1905209","positive regulation of cardiocyte differentiation","2/72","20/18903",0.00260031330568775,0.00894441102456441,0.00413734060378659,"TGFB2/EFNB2",2
"GO:0051961","GO:0051961","negative regulation of nervous system development","4/72","151/18903",0.00264191377802445,0.00906426427933451,0.00419278011076972,"IL1B/SPP1/CDH1/NOTCH1",4
"GO:1903531","GO:1903531","negative regulation of secretion by cell","4/72","151/18903",0.00264191377802445,0.00906426427933451,0.00419278011076972,"IL1B/LGALS9/CCR2/NOTCH1",4
"GO:0007043","GO:0007043","cell-cell junction assembly","4/72","152/18903",0.0027056026198487,0.00925909672073224,0.00428290210633945,"WNT11/IL1B/CDH5/EPHA2",4
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","4/72","152/18903",0.0027056026198487,0.00925909672073224,0.00428290210633945,"IGF1/IL1B/APP/CD74",4
"GO:0042246","GO:0042246","tissue regeneration","3/72","73/18903",0.00272263265535845,0.00929366846606454,0.00429889366635545,"IGF1/FZD7/NOTCH1",3
"GO:0072678","GO:0072678","T cell migration","3/72","73/18903",0.00272263265535845,0.00929366846606454,0.00429889366635545,"APP/ICAM1/CCR2",3
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","5/72","252/18903",0.00273823001756388,0.00933503321108499,0.00431802740681845,"COL6A3/THBS1/APP/CD27/CD44",5
"GO:0071692","GO:0071692","protein localization to extracellular region","6/72","368/18903",0.00277192608240829,0.00943791583642316,0.0043656169531918,"TGFB2/IGF1/IL1A/IL1B/EFNA5/HLA-DRB1",6
"GO:0003281","GO:0003281","ventricular septum development","3/72","74/18903",0.00282998297470913,0.00960309402191865,0.00444202203026545,"TGFB2/WNT11/NOTCH1",3
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","3/72","74/18903",0.00282998297470913,0.00960309402191865,0.00444202203026545,"LGALS9/APP/CD36",3
"GO:0008360","GO:0008360","regulation of cell shape","4/72","154/18903",0.00283612896371791,0.00960309402191865,0.00444202203026545,"CCL7/FN1/ITGB2/KIT",4
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","4/72","154/18903",0.00283612896371791,0.00960309402191865,0.00444202203026545,"IL1A/IL1B/KIT/CD74",4
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis","7/72","498/18903",0.00284111664346065,0.00960309402191865,0.00444202203026545,"WNT11/THBS2/CDH5/EFNA5/KIT/CD36/EPHA2",7
"GO:0010002","GO:0010002","cardioblast differentiation","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"TGFB2/NOTCH1",2
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"IL1A/IL1B",2
"GO:0045821","GO:0045821","positive regulation of glycolytic process","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"IGF1/APP",2
"GO:0060353","GO:0060353","regulation of cell adhesion molecule production","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"IL1B/NOTCH1",2
"GO:0071605","GO:0071605","monocyte chemotactic protein-1 production","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"IL1B/LGALS9",2
"GO:0071637","GO:0071637","regulation of monocyte chemotactic protein-1 production","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"IL1B/LGALS9",2
"GO:0140131","GO:0140131","positive regulation of lymphocyte chemotaxis","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"CCL7/CCR2",2
"GO:2000725","GO:2000725","regulation of cardiac muscle cell differentiation","2/72","21/18903",0.00286696918060262,0.00960309402191865,0.00444202203026545,"EFNB2/FZD7",2
"GO:0045862","GO:0045862","positive regulation of proteolysis","6/72","372/18903",0.0029240481945837,0.0097820714539502,0.00452481010816929,"EGF/IL1B/LGALS9/FN1/APP/EFNA1",6
"GO:0032890","GO:0032890","regulation of organic acid transport","3/72","75/18903",0.00293991092814338,0.00979848573938966,0.00453240272544105,"IL1A/IL1B/THBS1",3
"GO:0120192","GO:0120192","tight junction assembly","3/72","75/18903",0.00293991092814338,0.00979848573938966,0.00453240272544105,"WNT11/CDH5/EPHA2",3
"GO:2000242","GO:2000242","negative regulation of reproductive process","3/72","75/18903",0.00293991092814338,0.00979848573938966,0.00453240272544105,"IGF1/IL1A/KIT",3
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","2/72","22/18903",0.00314591986563829,0.010407525276828,0.0048141209962847,"IL10/CD74",2
"GO:0032303","GO:0032303","regulation of icosanoid secretion","2/72","22/18903",0.00314591986563829,0.010407525276828,0.0048141209962847,"IL1A/IL1B",2
"GO:0061318","GO:0061318","renal filtration cell differentiation","2/72","22/18903",0.00314591986563829,0.010407525276828,0.0048141209962847,"JAG1/NOTCH2",2
"GO:0071404","GO:0071404","cellular response to low-density lipoprotein particle stimulus","2/72","22/18903",0.00314591986563829,0.010407525276828,0.0048141209962847,"ITGB2/CD36",2
"GO:0072112","GO:0072112","podocyte differentiation","2/72","22/18903",0.00314591986563829,0.010407525276828,0.0048141209962847,"JAG1/NOTCH2",2
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","2/72","22/18903",0.00314591986563829,0.010407525276828,0.0048141209962847,"APP/CCR2",2
"GO:0032720","GO:0032720","negative regulation of tumor necrosis factor production","3/72","77/18903",0.0031675801821872,0.0104534042174763,0.00483534283006242,"IGF1/IL10/LGALS9",3
"GO:0043297","GO:0043297","apical junction assembly","3/72","77/18903",0.0031675801821872,0.0104534042174763,0.00483534283006242,"WNT11/CDH5/EPHA2",3
"GO:0048592","GO:0048592","eye morphogenesis","4/72","159/18903",0.00318120831549234,0.0104854814624889,0.00485018053015061,"JAG1/EPHA2/NOTCH1/NOTCH2",4
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","3/72","78/18903",0.00328536087564371,0.0107996748393305,0.00499551430471416,"THBS1/CD27/CD44",3
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","3/72","78/18903",0.00328536087564371,0.0107996748393305,0.00499551430471416,"EGF/IGF1/APP",3
"GO:0010466","GO:0010466","negative regulation of peptidase activity","5/72","263/18903",0.00328860765700076,0.0107996748393305,0.00499551430471416,"COL6A3/THBS1/APP/CD27/CD44",5
"GO:1903556","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","3/72","79/18903",0.00340579799421832,0.0111708508783469,0.0051672060676662,"IGF1/IL10/LGALS9",3
